sensor_id,sensor_type,latitude,longitude,timestamp,payload
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T08:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.53, ""pm10"": 23.0, ""no2"": 22.62, ""o3"": 57.39, ""temperature_c"": 12.65, ""humidity_percent"": 64.8, ""pressure_hpa"": 1013.2}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T08:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.77, ""pm10"": 24.39, ""no2"": 21.08, ""o3"": 58.01, ""temperature_c"": 12.49, ""humidity_percent"": 63.4, ""pressure_hpa"": 1013.4}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T08:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.81, ""pm10"": 24.43, ""no2"": 21.69, ""o3"": 56.08, ""temperature_c"": 13.19, ""humidity_percent"": 62.7, ""pressure_hpa"": 1012.8}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T08:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.05, ""pm10"": 24.43, ""no2"": 21.0, ""o3"": 59.03, ""temperature_c"": 11.89, ""humidity_percent"": 63.8, ""pressure_hpa"": 1013.3}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T08:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 15.05, ""pm10"": 22.35, ""no2"": 22.64, ""o3"": 57.83, ""temperature_c"": 13.44, ""humidity_percent"": 63.4, ""pressure_hpa"": 1012.9}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T08:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.39, ""pm10"": 24.11, ""no2"": 20.14, ""o3"": 57.78, ""temperature_c"": 12.98, ""humidity_percent"": 64.7, ""pressure_hpa"": 1013.6}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T08:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.78, ""pm10"": 24.25, ""no2"": 23.24, ""o3"": 56.57, ""temperature_c"": 13.84, ""humidity_percent"": 61.3, ""pressure_hpa"": 1013.0}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T08:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.57, ""pm10"": 23.87, ""no2"": 21.55, ""o3"": 58.98, ""temperature_c"": 12.12, ""humidity_percent"": 64.9, ""pressure_hpa"": 1013.5}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T08:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 16.05, ""pm10"": 21.69, ""no2"": 22.85, ""o3"": 55.78, ""temperature_c"": 13.99, ""humidity_percent"": 63.6, ""pressure_hpa"": 1013.2}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T08:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.54, ""pm10"": 23.2, ""no2"": 19.73, ""o3"": 58.89, ""temperature_c"": 13.37, ""humidity_percent"": 64.3, ""pressure_hpa"": 1013.8}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T08:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.1, ""pm10"": 24.39, ""no2"": 23.19, ""o3"": 54.75, ""temperature_c"": 14.38, ""humidity_percent"": 60.7, ""pressure_hpa"": 1012.9}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T08:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.16, ""pm10"": 24.51, ""no2"": 22.04, ""o3"": 59.03, ""temperature_c"": 11.84, ""humidity_percent"": 65.9, ""pressure_hpa"": 1013.3}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T08:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 16.51, ""pm10"": 22.46, ""no2"": 23.21, ""o3"": 54.71, ""temperature_c"": 14.43, ""humidity_percent"": 62.6, ""pressure_hpa"": 1013.4}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T08:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.47, ""pm10"": 22.82, ""no2"": 19.34, ""o3"": 57.74, ""temperature_c"": 13.65, ""humidity_percent"": 65.2, ""pressure_hpa"": 1013.5}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T08:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.89, ""pm10"": 23.72, ""no2"": 24.43, ""o3"": 52.82, ""temperature_c"": 15.4, ""humidity_percent"": 60.4, ""pressure_hpa"": 1012.7}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T08:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.64, ""pm10"": 25.07, ""no2"": 22.24, ""o3"": 57.53, ""temperature_c"": 12.15, ""humidity_percent"": 65.2, ""pressure_hpa"": 1012.9}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T09:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 17.22, ""pm10"": 22.01, ""no2"": 24.7, ""o3"": 54.95, ""temperature_c"": 15.01, ""humidity_percent"": 61.5, ""pressure_hpa"": 1013.6}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T09:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.05, ""pm10"": 23.15, ""no2"": 18.53, ""o3"": 59.03, ""temperature_c"": 13.36, ""humidity_percent"": 65.3, ""pressure_hpa"": 1013.3}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T09:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 15.28, ""pm10"": 23.67, ""no2"": 25.4, ""o3"": 53.15, ""temperature_c"": 16.1, ""humidity_percent"": 61.0, ""pressure_hpa"": 1012.3}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T09:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.91, ""pm10"": 25.45, ""no2"": 22.07, ""o3"": 58.35, ""temperature_c"": 11.98, ""humidity_percent"": 64.8, ""pressure_hpa"": 1013.0}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T09:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 17.69, ""pm10"": 21.72, ""no2"": 24.56, ""o3"": 54.78, ""temperature_c"": 15.66, ""humidity_percent"": 61.3, ""pressure_hpa"": 1013.9}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T09:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.29, ""pm10"": 23.19, ""no2"": 17.92, ""o3"": 58.72, ""temperature_c"": 13.58, ""humidity_percent"": 66.7, ""pressure_hpa"": 1013.2}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T09:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 15.51, ""pm10"": 24.36, ""no2"": 26.31, ""o3"": 53.93, ""temperature_c"": 16.48, ""humidity_percent"": 60.1, ""pressure_hpa"": 1012.5}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T09:15:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.59, ""pm10"": 25.16, ""no2"": 21.66, ""o3"": 58.67, ""temperature_c"": 11.94, ""humidity_percent"": 64.2, ""pressure_hpa"": 1013.3}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T09:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 17.23, ""pm10"": 23.0, ""no2"": 24.33, ""o3"": 53.77, ""temperature_c"": 15.76, ""humidity_percent"": 62.2, ""pressure_hpa"": 1013.7}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T09:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 12.88, ""pm10"": 22.63, ""no2"": 18.15, ""o3"": 58.86, ""temperature_c"": 13.09, ""humidity_percent"": 67.0, ""pressure_hpa"": 1012.8}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T09:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 15.5, ""pm10"": 24.16, ""no2"": 26.35, ""o3"": 53.02, ""temperature_c"": 16.78, ""humidity_percent"": 59.1, ""pressure_hpa"": 1012.2}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T09:30:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.35, ""pm10"": 25.64, ""no2"": 21.33, ""o3"": 59.26, ""temperature_c"": 11.96, ""humidity_percent"": 64.3, ""pressure_hpa"": 1013.0}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T09:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 17.98, ""pm10"": 23.07, ""no2"": 24.7, ""o3"": 51.94, ""temperature_c"": 15.79, ""humidity_percent"": 62.0, ""pressure_hpa"": 1014.0}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T09:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.64, ""pm10"": 22.43, ""no2"": 18.16, ""o3"": 59.06, ""temperature_c"": 13.11, ""humidity_percent"": 67.9, ""pressure_hpa"": 1013.0}"
air_quality-002,air_quality,50.4697278048452,30.495644405454442,2026-04-19T09:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 15.82, ""pm10"": 23.43, ""no2"": 25.74, ""o3"": 51.13, ""temperature_c"": 16.93, ""humidity_percent"": 59.9, ""pressure_hpa"": 1012.3}"
air_quality-003,air_quality,50.47527267586576,30.566122890931915,2026-04-19T09:45:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 13.84, ""pm10"": 25.53, ""no2"": 20.44, ""o3"": 57.91, ""temperature_c"": 12.16, ""humidity_percent"": 64.4, ""pressure_hpa"": 1013.3}"
air_quality-000,air_quality,50.41186508387376,30.48833207227997,2026-04-19T10:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 17.73, ""pm10"": 23.14, ""no2"": 25.24, ""o3"": 51.61, ""temperature_c"": 16.08, ""humidity_percent"": 62.3, ""pressure_hpa"": 1013.6}"
air_quality-001,air_quality,50.402173463758906,30.475697009470395,2026-04-19T10:00:00+00:00,"{""kind"": ""air_quality"", ""pm2_5"": 14.09, ""pm10"": 21.4, ""no2"": 18.48, ""o3"": 58.61, ""temperature_c"": 13.33, ""humidity_percent"": 68.4, ""pressure_hpa"": 1012.7}"
